compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,ael_bulk_modulus_voigt
Er8S12,aflow:8b81120a0c400fab,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Er2S3_ICSD_631065,62,oP20,82.4741
Al4H12,aflow:8bc7e1a16279abff,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1H3_ICSD_182535,227,cF64,35.0444
P2Rh3,aflow:8b865786bfa43010,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/P2Rh3_ICSD_35626,115,tP5,215.774
Ge4Th6,aflow:8c4006d51630f550,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ge2Th3_ICSD_44503,127,tP10,88.0407
Cr3Nb1,aflow:8c35be2063c079cc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cr3Nb1_ICSD_188235,221,cP4,80.5222
Rb8Sb8,aflow:8cf08ce1df285278,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Rb1Sb1_ICSD_14030,19,oP16,11.7352
Os2Sb4,aflow:8c4682bfb76a50e7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Os1Sb2_ICSD_42611,58,oP6,130.504
As8Sc12,aflow:8cb7e7a7a9a8c1b2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/As2Sc3_ICSD_16411,62,oP20,83.5741
Ag2Hf2,aflow:8cffa25d1f303313,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ag1Hf1_ICSD_605330,129,tP4,105.404
Al4Pd20,aflow:8cff328eb566bc65,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Al1Pd5_ICSD_245328,62,oP24,155.45
O4Sn2,aflow:8d68093ba251677e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O2Sn1_ICSD_56675,58,oP6,166.57
Cd1Dy1,aflow:8d7b7cfb3bd69de4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cd1Dy1_ICSD_58962,221,cP2,57.1
Cr1O2,aflow:8d47ab0cd595e5b5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cr1O2_ICSD_186838,225,cF12,224.494
N1Pt1,aflow:8d732ca5f829e99c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/N1Pt1_ICSD_167865,225,cF8,235.089
B4W4,aflow:8d848c2aba3366ba,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/B1W1_ICSD_24281,141,tI16,332.783
Nb1Ru3,aflow:8d391fe939c34557,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Nb1Ru3_ICSD_105224,221,cP4,239.211
Ca2Cl4,aflow:8dfd0bb804eca9a6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ca1Cl2_ICSD_246417,136,tP6,32.5593
In2Pd6,aflow:8d4a31e7169e2811,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/In1Pd3_ICSD_247188,139,tI16,142.844
Sn4Sr8,aflow:8d075262e6afadfd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Sn1Sr2_ICSD_106075,62,oP12,25.7389
Er2Ga2,aflow:8ecfe49efdc8291c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Er1Ga1_ICSD_602411,63,oS8,70.9389
Ir4N8,aflow:8e9c448d678c73b0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Ir1N2_ICSD_160623,14,mP12,332.637
Be2Zr1,aflow:8e9c46d490db8bb3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Be2Zr1_ICSD_58756,191,hP3,119.657
Si6Tc10,aflow:8e36b1f17908f2a0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Si3Tc5_ICSD_652383,140,tI32,247.872
Mn2Se2,aflow:8e013b24a65e80a4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Mn1Se1_ICSD_76218,194,hP4,66.9426
Hf2Zn1,aflow:8edb02477ff643e9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Hf2Zn1_ICSD_639016,139,tI6,107.822
O2Pb2,aflow:8e1df3004e6ef769,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O1Pb1_ICSD_15466,129,tP4,29.0815
Nb8O10,aflow:8e322aaec561d397,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Nb4O5_ICSD_39595,137,tP18,229.837
Hg2Ho1,aflow:8e405789ecfe31f7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Hg2Ho1_ICSD_104298,191,hP3,69.5315
As1Nd1,aflow:8ea65c835ef92761,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/As1Nd1_ICSD_26268,225,cF8,67.7944
Ga2Tb2,aflow:8e6e364fb9145db6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ga1Tb1_ICSD_103979,63,oS8,64.3213
Ce2Rh2,aflow:8e034c46ef475f9f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ce1Rh1_ICSD_604327,63,oS8,109.115
Au2Sn8,aflow:8e941641cd230751,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Au1Sn4_ICSD_151194,68,oS20,49.9704
Al1Sb1,aflow:8efc0f655f5d4309,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Sb1_ICSD_151218,216,cF8,49.4333
Pt2Th2,aflow:8edfcf6f9592c6b3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Pt1Th1_ICSD_150541,63,oS8,121.181
Ag2Yb1,aflow:8e92a5daf4083c8c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ag2Yb1_ICSD_605966,139,tI6,40.6352
Ge12Pt8,aflow:8e634f8134308e1c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ge3Pt2_ICSD_42912,62,oP20,120.956
Hg1S1,aflow:8ede6eb4a13f2b99,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hg1S1_ICSD_104340,216,cF8,50.2944
Ir8Mg4,aflow:8ec01d6b4aa6ea85,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ir2Mg1_ICSD_414084,194,hP12,197.324
Al2Mo6,aflow:8fee9dfc096e994a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Mo3_ICSD_57999,223,cP8,220.922
Ni6Sb2,aflow:8f29575b17578e5f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ni3Sb1_ICSD_646421,59,oP8,170.907
Al4Li4,aflow:8f7dba7946e36954,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al1Li1_ICSD_262069,194,hP8,40.7741
Dy1N1,aflow:8f3e0c3e671cf4a9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Dy1N1_ICSD_106594,225,cF8,162.617
As8O12,aflow:8f6257240271b02a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/As2O3_ICSD_16850,227,cF80,5.13889
O8Si4,aflow:8f9bf20dda6f77e7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O2Si1_ICSD_170510,98,tI24,72.8093
C1Ge1,aflow:8fea397ef68c9f59,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ge1_ICSD_182364,225,cF8,164.558
Br1Cs1,aflow:8fb97d56ef98f019,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br1Cs1_ICSD_61516,225,cF8,10.5778
Ho10Sb6,aflow:8f9439cac1e1bff6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ho5Sb3_ICSD_159826,193,hP16,68.937
B4Nb3,aflow:8f41f9108042804d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/B4Nb3_ICSD_656212,71,oI14,270.283
Mo2Se4,aflow:8f39f032b09c2cee,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Mo1Se2_ICSD_167357,194,hP6,48.0926
P4Ru2,aflow:8f06f3be73b68d89,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/P2Ru1_ICSD_42607,58,oP6,186.007
B1Sb1,aflow:8f50db7084cf70ae,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/B1Sb1_ICSD_184571,216,cF8,98.3222
Cr3Si6,aflow:90e23c5e5ed2a46f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cr1Si2_ICSD_16836,180,hP9,193.009
Ac1H2,aflow:903e65521a6472cd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ac1H2_ICSD_56392,225,cF12,56.1556
Pd3Yb1,aflow:903274808a8dc703,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pd3Yb1_ICSD_105749,221,cP4,104.3
B2V2,aflow:903c90bb4da3e6a0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/B1V1_ICSD_42952,63,oS8,262.958
Na2Te1,aflow:90eddf11eef225fb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Na2Te1_ICSD_182741,225,cF12,20.2667
P4Sc12,aflow:9030563808c2ce04,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/P1Sc3_ICSD_648101,62,oP16,72.7185
Cd2Te2,aflow:904750495511d139,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1Te1_ICSD_150941,186,hP4,36.363
As4Mo5,aflow:9058b69a69cdda4b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/As4Mo5_ICSD_610956,87,tI18,176.867
Ag2Be4,aflow:906cf5402e55f573,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag1Be2_ICSD_57347,227,cF24,114.533
Rh1Zr1,aflow:90e8a1a980d4201c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Rh1Zr1_ICSD_105980,221,cP2,166.744
Ni2Si2,aflow:907fa0222fc41a15,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ni1Si1_ICSD_187622,59,oP4,176.002
B12Ho1,aflow:907f2cf21e911c3b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/B12Ho1_ICSD_614457,225,cF52,218.689
Si4Th4,aflow:90521daca8fbeaad,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Si1Th1_ICSD_652392,62,oP8,100.807
S10Zn10,aflow:90bea603c3d49341,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/S1Zn1_ICSD_15477,186,hP20,71.1648
O8Sn4,aflow:902fd316c3b045b7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O2Sn1_ICSD_157451,205,cP12,179.846
Rh2Te2,aflow:914450d5ef43ec55,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Rh1Te1_ICSD_26617,194,hP4,119.261
Co1Si1,aflow:91d22c7f841487c5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Co1Si1_ICSD_155928,221,cP2,191.9
Dy1Sb1,aflow:91dcf2c2ffad7d2d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Dy1Sb1_ICSD_103367,225,cF8,60.7833
Ba6Ge10,aflow:918c033aad3e4407,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ba3Ge5_ICSD_167163,63,oS32,36.675
Ni6S8,aflow:91d9e0e03fe24ae7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ni3S4_ICSD_36271,227,cF56,113.356
P1Y1,aflow:916e0611d77b56f6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/P1Y1_ICSD_160144,225,cF8,85.2611
Pa1Rh3,aflow:911e41333ff6910f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pa1Rh3_ICSD_105586,221,cP4,196.606
Na6Sb2,aflow:917b743bc2ffbebf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Na3Sb1_ICSD_26882,194,hP8,20.7074
Pt6Si3,aflow:91811bd5d92e6928,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Pt2Si1_ICSD_649614,189,hP9,211.9
Pd1Ti1,aflow:91b2e46acca5d936,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pd1Ti1_ICSD_105721,221,cP2,150.256
Ir2Mo6,aflow:92cda4cf2dceeb8e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ir1Mo3_ICSD_600761,223,cP8,280.489
As1Ga1,aflow:92aa3a9a55104303,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/As1Ga1_ICSD_43950,44,oI4,67.7704
Ca1Pb1,aflow:92d8c47bba9fe7a3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ca1Pb1_ICSD_58918,123,tP2,33.9741
Mo6Si4,aflow:9222875ff7d04782,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Mo3Si2_ICSD_644412,127,tP10,223.796
Ca2Si2,aflow:92aeebce897e852d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ca1Si1_ICSD_55200,63,oS8,53.963
C2Nb2,aflow:92e7fe1e33406140,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1Nb1_ICSD_189093,194,hP4,276.0
Au4Tb8,aflow:93442a16299dfccf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Au1Tb2_ICSD_612381,62,oP12,60.6796
C12Yb8,aflow:9395a1d425ccbfe4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/C3Yb2_ICSD_86293,220,cI40,72.5713
Br1K1,aflow:9388b0cb77be29c5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Br1K1_ICSD_290549,221,cP2,17.15
Pd2Sr2,aflow:9348eeb7ba1f8260,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Pd1Sr1_ICSD_648963,63,oS8,41.687
O2Zn2,aflow:93b4137b05c63add,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O1Zn1_ICSD_181039,194,hP4,167.191
In1N1,aflow:93bd6e64faf1a0ea,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/In1N1_ICSD_157514,216,cF8,120.417
Al8Er8,aflow:93d7578ce765cc05,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Al1Er1_ICSD_607346,57,oP16,66.4574
O2Pd4,aflow:930e39422b5a9229,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O1Pd2_ICSD_77651,224,cP6,124.528
Hg8I16,aflow:93b7c7b0ffaa5bf8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Hg1I2_ICSD_281133,137,tP24,5.38333
Al8Tb8,aflow:937faec2d67d409d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Al1Tb1_ICSD_58172,57,oP16,63.9815
As1Pa1,aflow:93c8fd0c34e5501b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/As1Pa1_ICSD_44041,225,cF8,115.722
Au1Zn1,aflow:932366769d6016ef,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Au1Zn1_ICSD_108022,221,cP2,111.0
Tb2Te4,aflow:93deab180293a68f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Tb1Te2_ICSD_652955,129,tP6,58.2296
Ga4Sr1,aflow:942bb28649d360da,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ga4Sr1_ICSD_103973,139,tI10,48.7093
B2P2,aflow:947725bf512a4fa0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B1P1_ICSD_615155,186,hP4,162.4
Ga3Zr1,aflow:94298f034b0866cb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ga3Zr1_ICSD_104043,139,tI8,102.92
F1Rb1,aflow:94dbdbbca7eb0cb7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/F1Rb1_ICSD_53828,225,cF8,25.3278
Ag4Na2,aflow:94289761b4a9021a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag2Na1_ICSD_58337,227,cF24,37.0
Al2Ru1,aflow:942ebb3965166f22,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Al2Ru1_ICSD_609234,139,tI6,170.826
N1Pa1,aflow:94a7e01d9960eb16,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/N1Pa1_ICSD_644621,225,cF8,221.75
Br2In2,aflow:94bbce215f92c015,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Br1In1_ICSD_23126,63,oS8,14.4519
O4Pt2,aflow:947f4a36e26b1a01,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O2Pt1_ICSD_77654,224,cP6,139.867
Ir2N2,aflow:957ab531953d4a22,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ir1N1_ICSD_187717,131,tP4,310.994
Al24Ir8,aflow:954591007d0a3011,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al3Ir1_ICSD_608235,223,cP32,154.372
Al4Ru2,aflow:9548f38c970677ea,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCF/Al2Ru1_ICSD_58156,70,oF24,170.843
B1C7,aflow:95bd1aac30ec7a47,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/B1C7_ICSD_181954,215,cP8,388.344
As8O12,aflow:95ecf65035751e51,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/As4O6_ICSD_36144,227,cF80,5.66667
Pd2Ta2,aflow:95dfffbce61b0b9c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Pd1Ta1_ICSD_648973,129,tP4,202.73
Co3Fe1,aflow:95608c7ef077fa72,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Co3Fe1_ICSD_187971,221,cP4,110.361
O9W3,aflow:962bf62b39730580,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O3W1_ICSD_188392,191,hP12,174.889
P1Sc1,aflow:96269a7acab8653a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/P1Sc1_ICSD_105584,225,cF8,96.1167
Rb2S2,aflow:9626509456011640,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Rb2S2_ICSD_73175,71,oI8,14.5852
B2Mo4,aflow:96f5eb653d4c32c7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/B1Mo2_ICSD_24278,140,tI12,286.272
C2Sc2,aflow:963262527443d843,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1Sc1_ICSD_189088,194,hP4,137.961
Al32Ni24,aflow:968df075338c6e29,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Al4Ni3_ICSD_58042,230,cI112,145.472
Al16Cu36,aflow:9648f4098086bb9f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al4Cu9_ICSD_151371,215,cP52,118.161
Ge4Pd4,aflow:9672ff488f259821,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ge1Pd1_ICSD_659798,62,oP8,121.998
Bi2Ti4,aflow:96390a6402fd52b3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Bi1Ti2_ICSD_617225,139,tI12,78.7815
Si2V6,aflow:9667bdd1701aff29,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Si1V3_ICSD_186003,223,cP8,187.589
C1Os1,aflow:96b67afd12279575,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C1Os1_ICSD_185989,221,cP2,384.283
Ce1P1,aflow:969e8091cd9da8c9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1P1_ICSD_52006,225,cF8,103.039
Cd1Sc1,aflow:96f7b5f72a5fe798,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cd1Sc1_ICSD_102061,221,cP2,66.4389
In8Pt12,aflow:97cc277ef2ea6047,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/In2Pt3_ICSD_59498,194,hP20,132.324
Rh1Ti2,aflow:97205066b95a758f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Rh1Ti2_ICSD_650481,139,tI6,159.38
Co1Sc1,aflow:9782d5248273d419,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Co1Sc1_ICSD_102642,221,cP2,70.4167
N1Tc1,aflow:976e92804505ea2b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/N1Tc1_ICSD_183187,225,cF8,266.2
Cs6Hg40,aflow:978182b72d30a019,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cs3Hg20_ICSD_240038,223,cP46,13.6611
Ca8Si4,aflow:9785105a70a544e7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ca2Si1_ICSD_158275,62,oP12,37.6185
B4Ti4,aflow:97ac1b15cc5c4465,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/B1Ti1_ICSD_24701,62,oP8,201.883
Hf4Tc8,aflow:97a4fa41470d92e6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Hf1Tc2_ICSD_638955,194,hP12,225.607
Sb6Tb8,aflow:9767438997113330,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Sb3Tb4_ICSD_651604,220,cI28,66.6389
Sb2Sr4,aflow:97c214b186e991bf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Sb1Sr2_ICSD_42119,139,tI12,28.1574
Te4Zr4,aflow:98d578e9d4fed7dd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Te1Zr1_ICSD_280620,62,oP8,89.413
Fe4S8,aflow:983cc25be93c7887,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Fe1S2_ICSD_10422,205,cP12,105.183
Mo1P1,aflow:98c102eeca011f11,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mo1P1_ICSD_186876,216,cF8,95.3944
N4Os2,aflow:98ea695a46e207ab,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/N2Os1_ICSD_260549,127,tP6,340.361
Sn3Th1,aflow:985fa81a3cc9de17,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Sn3Th1_ICSD_106082,221,cP4,65.2278
Ag2Th4,aflow:981a1b462db4f147,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ag1Th2_ICSD_150643,140,tI12,70.5407
Sn2Ta6,aflow:98068f562500cc3c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Sn1Ta3_ICSD_106076,223,cP8,172.172
Ir2P1,aflow:98b6647c644f91af,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ir2P1_ICSD_640898,225,cF12,280.367
La8Sb6,aflow:9926bdf818fa35c1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/La4Sb3_ICSD_641896,220,cI28,55.3
Ga6Hf10,aflow:9954fd01ec449303,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ga3Hf5_ICSD_103730,193,hP16,121.652
Be5Hf1,aflow:9935daabda2d9ae8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Be5Hf1_ICSD_58712,191,hP6,129.641
Li6N2,aflow:99481b132173e1da,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Li3N1_ICSD_156889,194,hP8,65.4019
B6Ta5,aflow:9971b568135d5bf9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/B6Ta5_ICSD_68538,65,oS22,283.515
Cl4Zn2,aflow:99a7fbd5d338f233,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Cl2Zn1_ICSD_15916,122,tI12,11.6157
P4Ru8,aflow:996621a58debd213,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/P1Ru2_ICSD_43686,62,oP12,238.146
Rh2Zr2,aflow:993de049b5e0ba4d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Rh1Zr1_ICSD_657955,123,tP2,165.017
Ho8Sb6,aflow:99635f09727a0cd0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Ho4Sb3_ICSD_639686,220,cI28,68.4611
Er1Tl3,aflow:993875381dc84303,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Er1Tl3_ICSD_103313,221,cP4,47.7111
Ir4Sb12,aflow:99e7dccaf98a0ca3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Ir1Sb3_ICSD_34050,204,cI32,97.5741
Cl1Cs1,aflow:994aa0aa4d401c1a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cl1Cs1_ICSD_22173,221,cP2,14.6833
Be44Tc2,aflow:99ff54e5e9345a4a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be22Tc1_ICSD_616438,227,cF184,133.317
Ba1C2,aflow:9aa20030aa116732,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ba1C2_ICSD_168410,139,tI6,42.0315
Lu1Pt3,aflow:9a295f92980b2118,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Lu1Pt3_ICSD_104820,221,cP4,207.483
Au4Ho1,aflow:9a0d8c9ac041f59a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Au4Ho1_ICSD_58483,87,tI10,109.294
B2Mo1,aflow:9a121651e9fedde0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B2Mo1_ICSD_157529,191,hP3,300.424
Cl8U2,aflow:9a6cc70e1a9b394b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Cl4U1_ICSD_202331,141,tI20,35.6852
Bi1Ga1,aflow:9aa3384d3e062bfe,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Ga1_ICSD_185163,216,cF8,36.6389
Ir3U1,aflow:9af60c5a7274d323,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ir3U1_ICSD_104587,221,cP4,272.239
As1La1,aflow:9a676bbe152cef9c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/As1La1_ICSD_106265,225,cF8,65.1667
I2Li2,aflow:9a9ee1f42bae7542,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/I1Li1_ICSD_414242,186,hP4,15.1833
In1Yb1,aflow:9b97c23e6352e08b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/In1Yb1_ICSD_59570,221,cP2,35.1611
Be4Ta6,aflow:9b24a73c16356e8e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Be2Ta3_ICSD_616431,127,tP10,183.226
Ba8Ge4,aflow:9bf8a506c5f16d2c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ba2Ge1_ICSD_25351,62,oP12,22.2296
Be26Tb2,aflow:9b25336a7cbe2ca1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be13Tb1_ICSD_108888,226,cF112,111.833
